"Dataset Name","Dataset Code","Country Name","Country Code","Indicator Name","Indicator Code","Sector Name","Sector Code","Counterpart Sector Name","Counterpart Sector Code","Counterpart Country Name","Counterpart Country Code","Metadata Attribute","Metadata Value","Frequency"
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Falkland Islands (Malvinas)","323","","","","","","","","","Country Short Name","Falkland Islands (Malvinas)",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Faroe Islands","816","","","","","","","","","Country Code","816",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Faroe Islands","816","","","","","","","","","Country Full Name","Faroe Islands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Faroe Islands","816","","","","","","","","","Country ISO 2 Code","FO",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Faroe Islands","816","","","","","","","","","Country ISO 3 Code","FRO",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Faroe Islands","816","","","","","","","","","Country Name","Faroe Islands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Faroe Islands","816","","","","","","","","","Country SDMX Code","FO",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Faroe Islands","816","","","","","","","","","Country SDMX Name","Faroe Islands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Faroe Islands","816","","","","","","","","","Country Short Name","Faroe Islands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Fiji, Rep. of","819","","","","","","","","","Country Code","819",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Fiji, Rep. of","819","","","","","","","","","Country Full Name","Fiji, Republic of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Fiji, Rep. of","819","","","","","","","","","Country ISO 2 Code","FJ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Fiji, Rep. of","819","","","","","","","","","Country ISO 3 Code","FJI",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Fiji, Rep. of","819","","","","","","","","","Country Name","Fiji, Rep. of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Fiji, Rep. of","819","","","","","","","","","Country SDMX Code","FJ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Fiji, Rep. of","819","","","","","","","","","Country SDMX Name","Fiji",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Fiji, Rep. of","819","","","","","","","","","Country Short Name","Fiji",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Finland","172","","","","","","","","","Country Code","172",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Finland","172","","","","","","","","","Country Full Name","Finland",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Finland","172","","","","","","","","","Country ISO 2 Code","FI",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Finland","172","","","","","","","","","Country ISO 3 Code","FIN",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Finland","172","","","","","","","","","Country Name","Finland",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Finland","172","","","","","","","","","Country SDMX Code","FI",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Finland","172","","","","","","","","","Country SDMX Name","Finland",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Finland","172","","","","","","","","","Country Short Name","Finland",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","France","132","","","","","","","","","Country Code","132",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","France","132","","","","","","","","","Country Full Name","France",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","France","132","","","","","","","","","Country ISO 2 Code","FR",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","France","132","","","","","","","","","Country ISO 3 Code","FRA",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","France","132","","","","","","","","","Country Name","France",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","France","132","","","","","","","","","Country SDMX Code","FR",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","France","132","","","","","","","","","Country SDMX Name","France",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","France","132","","","","","","","","","Country Short Name","France",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","French Polynesia","887","","","","","","","","","Country Code","887",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","French Polynesia","887","","","","","","","","","Country Full Name","French Polynesia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","French Polynesia","887","","","","","","","","","Country ISO 2 Code","PF",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","French Polynesia","887","","","","","","","","","Country ISO 3 Code","PYF",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","French Polynesia","887","","","","","","","","","Country Name","French Polynesia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","French Polynesia","887","","","","","","","","","Country SDMX Code","PF",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","French Polynesia","887","","","","","","","","","Country SDMX Name","French Polynesia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","French Polynesia","887","","","","","","","","","Country Short Name","French Polynesia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","French Southern Territories","876","","","","","","","","","Country Code","876",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","French Southern Territories","876","","","","","","","","","Country Full Name","French Southern Territories",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","French Southern Territories","876","","","","","","","","","Country ISO 2 Code","TF",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","French Southern Territories","876","","","","","","","","","Country ISO 3 Code","TFQ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","French Southern Territories","876","","","","","","","","","Country Name","French Southern Territories",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","French Southern Territories","876","","","","","","","","","Country SDMX Code","TF",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","French Southern Territories","876","","","","","","","","","Country SDMX Name","French Southern Territories",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","French Southern Territories","876","","","","","","","","","Country Short Name","",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Gabon","646","","","","","","","","","Country Code","646",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Gabon","646","","","","","","","","","Country Full Name","Gabon",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Gabon","646","","","","","","","","","Country ISO 2 Code","GA",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Gabon","646","","","","","","","","","Country ISO 3 Code","GAB",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Gabon","646","","","","","","","","","Country Name","Gabon",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Gabon","646","","","","","","","","","Country SDMX Code","GA",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Gabon","646","","","","","","","","","Country SDMX Name","Gabon",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Gabon","646","","","","","","","","","Country Short Name","Gabon",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Gambia, The","648","","","","","","","","","Country Code","648",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Gambia, The","648","","","","","","","","","Country Full Name","Gambia, The",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Gambia, The","648","","","","","","","","","Country ISO 2 Code","GM",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Gambia, The","648","","","","","","","","","Country ISO 3 Code","GMB",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Gambia, The","648","","","","","","","","","Country Name","Gambia, The",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Gambia, The","648","","","","","","","","","Country SDMX Code","GM",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Gambia, The","648","","","","","","","","","Country SDMX Name","Gambia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Gambia, The","648","","","","","","","","","Country Short Name","The Gambia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Georgia","915","","","","","","","","","Country Code","915",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Georgia","915","","","","","","","","","Country Full Name","Georgia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Georgia","915","","","","","","","","","Country ISO 2 Code","GE",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Georgia","915","","","","","","","","","Country ISO 3 Code","GEO",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Georgia","915","","","","","","","","","Country Name","Georgia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Georgia","915","","","","","","","","","Country SDMX Code","GE",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Georgia","915","","","","","","","","","Country SDMX Name","Georgia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Georgia","915","","","","","","","","","Country Short Name","Georgia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Germany","134","","","","","","","","","Country Code","134",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Germany","134","","","","","","","","","Country Full Name","Germany",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Germany","134","","","","","","","","","Country ISO 2 Code","DE",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Germany","134","","","","","","","","","Country ISO 3 Code","DEU",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Germany","134","","","","","","","","","Country Name","Germany",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Germany","134","","","","","","","","","Country SDMX Code","DE",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Germany","134","","","","","","","","","Country SDMX Name","Germany",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Germany","134","","","","","","","","","Country Short Name","Germany",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Ghana","652","","","","","","","","","Country Code","652",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Ghana","652","","","","","","","","","Country Full Name","Ghana",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Ghana","652","","","","","","","","","Country ISO 2 Code","GH",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Ghana","652","","","","","","","","","Country ISO 3 Code","GHA",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Ghana","652","","","","","","","","","Country Name","Ghana",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Ghana","652","","","","","","","","","Country SDMX Code","GH",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Ghana","652","","","","","","","","","Country SDMX Name","Ghana",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Ghana","652","","","","","","","","","Country Short Name","Ghana",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Gibraltar","823","","","","","","","","","Country Code","823",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Gibraltar","823","","","","","","","","","Country Full Name","Gibraltar",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Gibraltar","823","","","","","","","","","Country ISO 2 Code","GI",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Gibraltar","823","","","","","","","","","Country ISO 3 Code","GIB",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Gibraltar","823","","","","","","","","","Country Name","Gibraltar",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Gibraltar","823","","","","","","","","","Country SDMX Code","GI",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Gibraltar","823","","","","","","","","","Country SDMX Name","Gibraltar",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Gibraltar","823","","","","","","","","","Country Short Name","Gibraltar",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Greece","174","","","","","","","","","Country Code","174",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Greece","174","","","","","","","","","Country Full Name","Greece",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Greece","174","","","","","","","","","Country ISO 2 Code","GR",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Greece","174","","","","","","","","","Country ISO 3 Code","GRC",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Greece","174","","","","","","","","","Country Name","Greece",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Greece","174","","","","","","","","","Country SDMX Code","GR",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Greece","174","","","","","","","","","Country SDMX Name","Greece",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Greece","174","","","","","","","","","Country Short Name","Greece",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Greenland","326","","","","","","","","","Country Code","326",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Greenland","326","","","","","","","","","Country Full Name","Greenland",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Greenland","326","","","","","","","","","Country ISO 2 Code","GL",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Greenland","326","","","","","","","","","Country ISO 3 Code","GRL",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Greenland","326","","","","","","","","","Country Name","Greenland",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Greenland","326","","","","","","","","","Country SDMX Code","GL",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Greenland","326","","","","","","","","","Country SDMX Name","Greenland",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Greenland","326","","","","","","","","","Country Short Name","Greenland",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Grenada","328","","","","","","","","","Country Code","328",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Grenada","328","","","","","","","","","Country Full Name","Grenada",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Grenada","328","","","","","","","","","Country ISO 2 Code","GD",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Grenada","328","","","","","","","","","Country ISO 3 Code","GRD",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Grenada","328","","","","","","","","","Country Name","Grenada",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Grenada","328","","","","","","","","","Country SDMX Code","GD",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Grenada","328","","","","","","","","","Country SDMX Name","Grenada",""
